,i,dt,mu_val,mu_cur,co_config,event name
0,251,174362685391907.16,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,252,1.0543719091639776e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,253,140341566230538.31,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,254,1.1771405290585748e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,255,92402154934410.45,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,256,9.458136948371478e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,257,115773015881911.53,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,258,8.16464502448797e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,259,103340343134523.78,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,260,1.0508757883311123e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,261,424924668319196.8,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,262,5.421651035846482e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,263,20589509878405.95,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,264,8.264848693281618e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,265,212586740759528.34,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,266,4.799670592369376e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,267,183984507256236.38,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,268,1.1977235096399897e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,269,140086780583919.08,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,270,7.677705815960074e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,271,571511748617735.5,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,272,2.2449212440133602e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,273,208251484633856.9,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,274,2.946217054264745e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,275,4707041413324.319,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,276,1.4113491015501763e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,277,11292369507771.412,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,278,1.2958864388570318e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,279,171423385656379.28,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,280,5.0366097050088925e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,281,31375619320702.516,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,282,9.204091115626587e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,283,50268095973307.8,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,284,5.250876934122938e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,285,130179284061879.02,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,286,9.560371353400792e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,287,40658515210815.79,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,288,1.3290393773059328e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,289,178657650997106.03,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,290,1.8830137803644635e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,291,252974087423694.47,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,292,2.6648787848846293e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,293,99401983811970.34,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,294,3.5073115659777504e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,295,43634155910103.71,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,296,3.355450908527459e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,297,116634464055384.97,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,298,3.916579477268312e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,299,5025267852390.256,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,300,1.5872187511813251e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,301,240446515198529.03,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,302,6.964325457370223e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,303,3965202884855.8813,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,304,1.845124345441854e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,305,584127527465286.4,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,306,7.486930313832897e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,307,99071270194018.08,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,308,2.2721557948915918e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,309,86732187504128.89,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,310,4.6667518808744246e-17,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,311,124773865984709.39,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,312,4.92188540882993e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,313,14726683700172.035,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,314,6.2808198262539325e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,315,51313852525150.98,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,316,1.2366692397497058e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,317,33862302590127.484,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,318,2.3898685783960274e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,319,228626405966028.88,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,320,1.521343285863363e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,321,179174449361128.03,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,322,2.190414176343866e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,323,160508127254601.3,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,324,8.85960584673716e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,325,117080016118153.23,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,326,1.3519434682355578e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,327,49467916182171.54,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,328,2.7851371993905254e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,329,57229900162654.82,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,330,4.0636261360830816e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,331,196486519800317.28,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,332,1.1671009711681792e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,333,24161166546825.113,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,334,5.879277276073699e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,335,135077187729720.92,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,336,8.726472219524958e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,337,95564343565195.56,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,338,1.266860054920086e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,339,172994549951216.78,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,340,1.2049322431153152e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,341,161132424879487.12,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,342,1.9689645584503036e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,343,118221390945278.72,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,344,3.904979270329923e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,345,7588151334618.334,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,346,1.574716116171168e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,347,250997453270674.7,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,348,8.467583315047256e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,349,738847772186203.2,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,350,1.0452582849404895e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,351,83170138524210.78,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,352,2.8331139461200654e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,353,131632205410726.56,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,354,1.88620230939627e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,355,186574574687620.72,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,356,1.4382585099839397e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,357,114812710673857.56,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,358,1.9233237439161115e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,359,88548910959499.84,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,360,7.992867950189113e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,361,234037176144659.9,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,362,1.3780705110185807e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,363,246299350286927.94,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,364,9.00267405989326e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,365,50624757145526.02,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,366,6.097599412972991e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,367,29341532428580.004,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,368,7.225724609625992e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,369,62674668031458.03,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,370,4.422608764130015e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,371,48181930640079.266,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,372,1.2610836397324995e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,373,54646267202348.21,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,374,1.9712777833027854e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,375,446721937026850.75,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,376,3.0755651680083077e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,377,192592145891448.28,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,378,1.4887612152356103e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,379,227235842313522.5,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,380,1.2026547645338222e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,381,85458895867386.42,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,382,1.426245406844439e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,383,41849161286161.54,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,384,1.281056825917851e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,385,169152121277936.53,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,386,1.8477215014569737e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,387,73899234140992.33,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,388,1.6911030209029125e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,389,13548485243466.604,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,390,2.942488834467094e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,391,50861017892019.07,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,392,1.8692251173089218e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,393,44957839660688.46,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,394,3.002073397094765e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,395,143910713785771.88,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,396,7.206193456665135e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,397,26328116096939.375,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,398,3.5971414811579094e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,399,91958634997328.9,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,400,1.3920016297442493e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,401,500576966711978.1,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,402,1.2243511312729726e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,403,55387418915526.1,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,404,4.506609575634941e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,405,42460957720590.836,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,406,1.0487024659716832e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,407,141598624535589.38,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,408,1.0399058922990115e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,409,626853140365283.2,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,410,3.7340273298443595e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,411,12108014527749.238,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,412,6.70224575014335e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,413,131959549348633.06,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,414,1.2344479902000525e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,415,487080301672117.56,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,416,7.0585003328893014e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,417,53227320664206.04,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,418,1.3396293258913069e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,419,134737241385811.62,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,420,2.089125285908591e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,421,153737926859929.9,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,422,2.365322217095456e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,423,62608188422617.945,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,424,4.290827325644428e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,425,298182144750082.9,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,426,7.405135308995069e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,427,297949300229767.06,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,428,4.453945701541272e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,429,118725963411254.47,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,430,2.8579093663977267e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,431,344565072373534.0,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,432,4.702549963507689e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,433,22837953197436.54,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,434,4.2321619024127784e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,435,126120221289501.56,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,436,1.0779370711948667e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,437,64195499681510.36,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,438,2.4668815631679006e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,439,382650137927445.75,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,440,9.097402365261104e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,441,270607522023014.38,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,442,4.995328928890556e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,443,179915265171036.72,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,444,3.1437679111761476e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,445,534158618970807.94,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,446,2.501949185010629e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,447,726420679818321.2,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,448,7.701264641540403e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,449,25218506694436.766,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,450,3.263706402895412e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,451,159295601112063.34,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,452,8.691992541135434e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,453,14341486474150.256,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,454,6.938613859341247e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,455,286588903391269.3,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,456,8.187953562868284e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,457,300605734927792.06,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,458,7.54412549988339e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,459,211046829034039.3,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,460,1.0163897873125538e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,461,92226150101409.64,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,462,1.2855952670924082e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,463,365100453215433.1,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,464,6.866440100401941e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,465,63171190580014.7,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,466,1.1585897123428762e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,467,302509871285439.44,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,468,3.3257927004073317e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,469,120905145737221.25,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,470,9.518840307179671e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,471,266710937442277.78,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,472,3.2260416441275257e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,473,348911764882490.0,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,474,6.539826815251331e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,475,107948067418299.97,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,476,4.1885375775359745e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,477,117999867208253.62,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,478,6.322139607711628e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,479,438960951501367.06,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,480,3.3497903699722e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,481,12309554222284.328,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,482,1.788959637544144e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,483,277187528953192.47,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,484,4.671616369599184e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,485,92032264128384.0,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,486,4.589194261749561e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,487,290340646130908.2,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,488,1.0830082048580185e-14,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,489,199749942562179.7,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,490,6.364185057529714e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,491,11687026624594.799,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,492,6.255632887309025e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,493,246843010639118.2,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,494,1.2983660941554062e-16,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,495,3433721335609.652,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,496,2.502828160078638e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,497,235317031288369.94,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
0,498,1.2754006231627939e-15,-10.797184384713642,-15.15326364305117,"[15, 10, 13, 16, 0, 2]",ads
0,499,228546822805139.34,-9.95046713067594,-14.306546389013468,"[15, 10, 13, 16, 0]",des
