Filename,AtomsObject,Eads,NPd,SiteType,RealSite,CN1,CN2,GCN,Z,Charge,Nsites,Pd1C,Pd2C,Pd3C,CeCN1,OCN1
pd3-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd3', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-3.06,3,bridge,bridge,2.0,0.0,0.1111111111111111,5.876002404412564,0.23,2,1.9722090745187553,1.975424063661531,3.208482883810311,2.5,1.0
pd4-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.33,4,bridge,bridge,3.0,0.0,0.3333333333333333,6.965861353575499,0.085,2,1.9183940285511354,1.9406680406873025,3.125191610636156,1.0,0.5
pd4-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.57,4,hollow,hollow,2.9999999999999996,0.0,0.13636363636363635,6.571100388466309,0.157,3,2.0035039624925783,2.021845399196174,2.033771825525712,1.6609343668955545,0.6642459970489363
pd4-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.81,4,top,top,3.0,0.0,0.75,5.920764591947089,0.23,1,1.8603845171221314,3.301179223528447,4.271954062560729,2.0,1.0
pd4-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.56,4,top,top,3.0,0.0,0.75,7.897737474505579,-0.06,1,1.8634971134706824,3.7227946308667628,3.770300553604582,0.0,0.0
pd4-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.58,4,hollow,hollow,3.0000000000000004,0.0,0.13636363636363635,6.584030429174914,0.17,3,2.0015455184877378,2.030949456610143,2.031817234333164,1.9960097567958388,0.6653365855986129
pd5-ceria-2d.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-3.03,5,bridge,bridge,3.5,0.0,0.3888888888888889,5.910472983001244,0.31,2,1.9825618350251075,1.9899243928067862,2.7085572624788106,2.5,1.0
pd5-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.26,5,hollow,hollow,3.330805096413944,0.33588696147834124,0.2727272727272727,6.580109060761839,0.073,3,2.0099269485653686,2.0248362562775313,2.032464530785292,1.6590311734572618,0.6641130385216587
pd5-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.18,5,bridge,bridge,3.0,0.5,0.5555555555555556,5.810581508350729,0.16,2,1.9520580504194176,1.9926878430424964,3.213421450487886,2.5,1.5
pd5-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.58,5,top,top,3.0,0.0,1.0833333333333333,6.019062876137889,0.13,1,1.8733378329555634,3.279203614896274,4.170882406497359,2.0,1.0
pd5-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.27,5,top,top,3.0,1.0,1.0833333333333333,7.877926168988419,-0.13,1,1.911505501706497,3.820165302299971,3.895654488710204,0.0,0.0
pd5-ceria-a6.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.51,5,hollow,hollow,3.0864731273038455,0.0,0.3181818181818182,6.598548641197129,0.047,3,2.0035932728568095,2.032971638337608,2.063036973362769,2.089954613761052,0.6966515379203506
pd5-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.26,5,hollow,hollow,3.3288980607000096,0.33844646728445077,0.2727272727272727,6.567241073019074,0.06,3,2.0137603305971887,2.024126141268602,2.0277521696283407,1.652005126131108,0.6615535327155493
pd6-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.27,6,bridge,bridge,3.5,1.0,0.7222222222222222,6.996223801149819,0.105,2,1.9149604217225729,1.9617187535582583,3.3532870605696314,1.5,0.5
pd6-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.21,6,hollow,hollow,3.66585839033292,0.6682832193341609,0.4090909090909091,6.577462235907139,0.15,3,2.024417623311492,2.036155283335162,2.037375395064216,1.9975751709987588,0.6658583903329196
pd6-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.39,6,bridge,bridge,3.5,0.5,0.7222222222222222,5.789791029546619,0.2,2,1.9446172668332156,2.0325263593670293,2.9871418476765146,2.5,1.5
pd6-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.47,6,top,top,4.0,0.0,1.3333333333333333,6.011267880266299,0.26,1,1.8727632355647297,3.368566789207969,3.687572188005647,3.0,1.0
pd6-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.33,6,bridge,bridge,3.0,0.5000000000000001,0.7777777777777778,5.893104319990179,0.215,2,1.932889523206655,2.0628591093004447,2.8904906579701217,2.5,1.5000000000000002
pd6-ceria-a6.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.5,6,top,top,3.0,2.0,1.4166666666666667,7.879740293836269,-0.054000000000000006,1,1.8914094468387268,3.6832147258156676,3.9136583358254047,0.0,0.0
pd6-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.28,6,hollow,hollow,3.66656882033307,0.6668623593338586,0.4090909090909091,6.606547131326002,0.16,3,2.020705740098028,2.0213918204896637,2.0340405438841467,1.999706460999212,0.6665688203330706
pd7-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,7,bridge,bridge,4.0,1.0,1.1111111111111112,7.869463567333602,-0.01,2,1.9961871664878323,1.9964080601286218,3.750054784043843,0.0,0.0
pd7-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.23,7,hollow,hollow,4.301261827516594,0.33712258482765234,0.6818181818181818,6.516442281109772,0.14300000000000002,3,2.0031673658785265,2.0482010815943217,2.0863755771665513,1.6471345779076763,1.0043750827817148
pd7-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,7,bridge,bridge,4.0,1.0,1.1111111111111112,5.840493365948952,0.235,2,1.9748480645850959,1.9806086490392834,3.4479817882737818,3.0,1.0
pd7-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.22,7,bridge,bridge,3.0,0.49999999999999994,1.1111111111111112,6.857179409268672,0.08,2,1.9748010741624034,1.9808085090841727,2.8549926683144737,1.0000000000000002,0.5000000000000001
pd7-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.8,7,top,top,4.0,1.0,2.0,7.872915760605562,-0.01,1,1.880293464201245,3.174911133253494,3.5811669096183656,0.0,0.0
pd7-ceria-a6.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.2,7,bridge,bridge,3.0,0.5,1.1111111111111112,6.859387162876602,0.08,2,1.9646038979707845,1.9734643031011798,3.6341118891589685,1.0,0.5
pd7-ceria-a7.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.24,7,top,top,4.0,1.0,2.0,5.996166018048852,0.23,1,1.8945026412402517,3.244448612305322,3.919849438219549,3.0,1.0
pd7-ceria-co-CONTCAR,"Atoms(symbols='CCe32O64Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.2,7,hollow,hollow,4.304859726808369,0.3367105090998313,0.6818181818181818,6.309549787106702,0.14,3,1.9884107554685928,2.0432750602859064,2.127980629574539,1.6492953877031833,0.3405730849973229
pd8-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd8', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.36,8,bridge,bridge,4.0,1.0,1.3333333333333333,6.767403813530674,0.1,2,1.9550506610089646,1.9973699035041508,3.128608984392414,1.0,0.5
pd9-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.85,9,bridge,bridge,5.0,1.0,1.7777777777777777,7.904186557513269,-0.005,2,1.9822363201420894,2.003281752716571,3.2340650814121528,0.0,0.0
pd9-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.3,9,hollow,hollow,4.637819903751008,0.6566606132282633,1.2727272727272727,6.554252308889539,0.16,3,1.97737166033176,2.0152154881149125,2.1979277754405735,1.6601748054269159,1.0111774508379543
pd9-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.38,9,bridge,bridge,4.0,0.49999999999999994,1.8888888888888888,6.927381177114339,0.105,2,1.9517841558476852,1.9633184842302185,3.654941200260908,1.0000000000000002,1.0000000000000002
pd9-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,9,hollow,hollow,5.337382252275237,1.0,1.1818181818181819,7.226645902323159,0.067,3,1.9704228108704749,2.0459139066775642,2.0708978945472563,1.0121467568257083,0.3373822522752361
pd9-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,9,top,top,5.0,1.0,3.0833333333333335,7.899211786248043,-0.0105,1,1.874365800597403,3.5907482055269178,4.054222431685733,0.0,0.0
pd9-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.03,9,hollow,hollow,4.668624936853124,0.6682872369478126,1.2727272727272727,6.443720825364822,0.16,3,1.417550869432705,2.021828142103904,2.0595102060921846,1.9912896780290594,1.6589015151662487
